# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Tue Feb  8 14:01:45 CET 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 6.95424 0.0900000036 1.0816895962    0.090 -2.035  3.3974  3.969    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.05e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.858 11.877 14.426 10.427
0.0152 0.01508 6.95424 0.1000000015 1.1711064577    0.100 -1.974  3.4039  3.979    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.38e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.704 11.723 14.273 10.272
0.0152 0.01508 6.95424 0.1133780703 1.2740383148    0.113 -1.898  3.4119  3.990    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.84e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.515 11.533 14.085 10.082
0.0152 0.01508 6.95424 0.1270764172 1.3642426729    0.127 -1.828  3.4193  3.999    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -5.3e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.340 11.327 13.846 9.883
0.0152 0.01508 6.95424 0.1362559348 1.4178996086    0.136 -1.785  3.4239  4.004    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.59e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.232 11.159 13.611 9.729
0.0152 0.01508 6.95424 0.1400698274 1.4388291836    0.140 -1.769  3.4254  4.007    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -5.7e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.193 11.099 13.526 9.673
0.0152 0.01508 6.95424 0.1422219127 1.4503151178    0.142 -1.758  3.4266  4.008    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.81e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.166 11.053 13.461 9.632
0.0152 0.01508 6.95424 0.1535177231 1.5071021318    0.153 -1.707  3.4325  4.013    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.28e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.037 10.845 13.166 9.442
0.0152 0.01508 6.95424 0.1604150683 1.5391720533    0.160 -1.681  3.4353  4.017    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.49e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.972 10.745 13.029 9.350
0.0152 0.01508 6.95424 0.1732008010 1.5941288471    0.173 -1.630  3.4415  4.024    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.97e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.844 10.540 12.743 9.162
0.0152 0.01508 6.95424 0.1870813817 1.6481162310    0.187 -1.578  3.4477  4.031    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -7.5e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.715 10.335 12.457 8.974
0.0152 0.01508 6.95424 0.2155626416 1.7441548109    0.216 -1.489  3.4578  4.044    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.44e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.493 9.994 11.986 8.664
0.0152 0.01508 6.95424 0.2346957177 1.7998572588    0.235 -1.433  3.4644  4.051    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.13e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.353 9.785 11.702 8.473
0.0152 0.01508 6.95424 0.2508929968 1.8425872326    0.251 -1.392  3.4691  4.058    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.65e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.250 9.634 11.500 8.335
0.0152 0.01508 6.95424 0.2781981230 1.9070681334    0.278 -1.325  3.4772  4.067    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.06e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.082 9.390 11.173 8.113
0.0152 0.01508 6.95424 0.3000000119 1.9529139996    0.300 -1.276  3.4831  4.075    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.960 9.214 10.934 7.953
0.0152 0.01508 6.95424 0.3331885338 2.0149707794    0.333 -1.209  3.4914  4.088    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.794 8.972 10.608 7.735
0.0152 0.01508 6.95424 0.3500000238 2.0434176922    0.350 -1.177  3.4954  4.093    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.712 8.859 10.462 7.633
0.0152 0.01508 6.95424 0.3768220544 2.0853092670    0.377 -1.132  3.5010  4.102    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.36e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.600 8.704 10.261 7.492
0.0152 0.01508 6.95424 0.4000000358 2.1185026169    0.400 -1.094  3.5056  4.108    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.504 8.575 10.096 7.374
0.0152 0.01508 6.95424 0.4420819879 2.1728119850    0.442 -1.031  3.5139  4.122    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.348 8.359 9.815 7.179
0.0152 0.01508 6.95424 0.4500000477 2.1822810173    0.450 -1.020  3.5155  4.125    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.320 8.320 9.764 7.144
0.0152 0.01508 6.95424 0.4887606204 2.2256958485    0.489 -0.968  3.5228  4.138    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.67e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.190 8.138 9.526 6.982
0.0152 0.01508 6.95424 0.5000000000 2.2374541759    0.500 -0.953  3.5249  4.141    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.151 8.085 9.457 6.935
0.0152 0.01508 6.95424 0.5060144067 2.2435696125    0.506 -0.945  3.5262  4.144    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.72e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.132 8.056 9.419 6.910
0.0152 0.01508 6.95424 0.5303069353 2.2666549683    0.530 -0.914  3.5309  4.152    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.055 7.947 9.275 6.813
0.0152 0.01508 6.95424 0.5500000119 2.2836582661    0.550 -0.892  3.5338  4.158    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.001 7.873 9.180 6.748
0.0152 0.01508 6.95424 0.5775693059 2.3052370548    0.577 -0.858  3.5395  4.167    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.915 7.748 9.014 6.639
0.0152 0.01508 6.95424 0.6000000238 2.3211214542    0.600 -0.833  3.5430  4.173    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.97e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.853 7.662 8.903 6.564
0.0152 0.01508 6.95424 0.6125423908 2.3294224739    0.612 -0.818  3.5458  4.179    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.01e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.816 7.607 8.828 6.516
0.0152 0.01508 6.95424 0.6439028978 2.3485603333    0.644 -0.782  3.5521  4.189    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.11e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.724 7.473 8.649 6.401
0.0152 0.01508 6.95424 0.6499999762 2.3520355225    0.650 -0.775  3.5532  4.191    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.12e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.708 7.450 8.619 6.381
0.0152 0.01508 6.95424 0.6586745381 2.3568522930    0.659 -0.765  3.5551  4.194    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.15e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.682 7.410 8.566 6.348
0.0152 0.01508 6.95424 0.6913456321 2.3737528324    0.691 -0.723  3.5624  4.203    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.29e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.579 7.259 8.365 6.219
0.0152 0.01508 6.95424 0.7000000477 2.3779268265    0.700 -0.712  3.5642  4.205    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.33e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.551 7.219 8.312 6.185
0.0152 0.01508 6.95424 0.7500000000 2.3998889923    0.750 -0.560  3.6175  4.295    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.88e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.169 6.509 7.301 5.639
0.0152 0.01508 6.95424 0.7504184842 2.4000587463    0.750 -0.559  3.6175  4.295    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.89e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.168 6.508 7.300 5.638
0.0152 0.01508 6.95424 0.8000000119 2.4187245369    0.800 -0.512  3.6231  4.297    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.11e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.049 6.358 7.123 5.505
0.0152 0.01508 6.95424 0.8500000238 2.4350347519    0.850 -0.458  3.6299  4.297    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.41e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.916 6.188 6.921 5.356
0.0152 0.01508 6.95424 0.8613016009 2.4384210110    0.861 -0.447  3.6314  4.298    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.47e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.888 6.152 6.878 5.324
0.0152 0.01508 6.95424 0.9000000358 2.4492788315    0.899 -0.403  3.6371  4.296    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.77e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.778 6.013 6.712 5.202
0.0152 0.01508 6.95424 0.9500000477 2.4618122578    0.950 -0.349  3.6445  4.295    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.15e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.644 5.840 6.507 5.052
0.0152 0.01508 6.95424 1.0000000000 2.4729156494    1.000 -0.289  3.6528  4.290    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.69e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.492 5.647 6.279 4.883
0.0152 0.01508 6.95424 1.0192773342 2.4768633842    1.019 -0.268  3.6560  4.290    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.73e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.440 5.580 6.200 4.825
0.0152 0.01508 6.95424 1.0499999523 2.4828116894    1.050 -0.233  3.6612  4.289    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.82e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.354 5.469 6.069 4.729
0.0152 0.01508 6.95424 1.0600433350 2.4846704006    1.060 -0.221  3.6631  4.289    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.85e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.323 5.431 6.023 4.696
0.0152 0.01508 6.95424 1.1000000238 2.4916803837    1.099 -0.169  3.6710  4.284    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.04e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.193 5.269 5.834 4.556
0.0152 0.01508 6.95424 1.1114695072 2.4935855865    1.111 -0.157  3.6730  4.284    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.05e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.161 5.230 5.788 4.522
0.0152 0.01508 6.95424 1.1499999762 2.4996678829    1.149 -0.100  3.6815  4.277    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.33e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.021 5.058 5.588 4.373
0.0152 0.01508 6.95424 1.2000000477 2.5068950653    1.200 -0.031  3.6922  4.269    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -5.6e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.849 4.853 5.351 4.194
0.0152 0.01508 6.95424 1.2014178038 2.5070898533    1.201 -0.029  3.6924  4.269    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -5.6e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.844 4.847 5.345 4.189
0.0152 0.01508 6.95424 1.2500000000 2.5134611130    1.250  0.046  3.7036  4.255    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.98e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.656 4.629 5.096 3.998
0.0152 0.01508 6.95424 1.2903876305 2.5183401108    1.290  0.110  3.7130  4.242    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.29e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.494 4.445 4.887 3.835
0.0152 0.01508 6.95424 1.2999999523 2.5194499493    1.300  0.126  3.7153  4.239    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.38e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.454 4.400 4.837 3.795
0.0152 0.01508 6.95424 1.3084610701 2.5204114914    1.308  0.140  3.7172  4.235    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.44e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.419 4.361 4.793 3.761
0.0152 0.01508 6.95424 1.3500001431 2.5249314308    1.350  0.215  3.7274  4.215    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -6.9e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.233 4.155 4.564 3.577
0.0152 0.01508 6.95424 1.3833436966 2.5283348560    1.384  0.280  3.7358  4.195    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -7.3e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.071 3.979 4.368 3.420
0.0152 0.01508 6.95424 1.4000000954 2.5299651623    1.400  0.315  3.7402  4.182    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.59e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.983 3.884 4.263 3.335
