# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Tue Feb  8 13:56:58 CET 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 6.77815 0.2989905775 1.9508880377    0.299 -1.170  3.4827  3.966    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.694 8.960 10.686 7.698
0.0152 0.01508 6.77815 0.3000000119 1.9529139996    0.300 -1.168  3.4829  3.966    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.689 8.953 10.676 7.691
0.0152 0.01508 6.77815 0.3195639849 1.9905116558    0.320 -1.127  3.4883  3.975    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.588 8.804 10.473 7.557
0.0152 0.01508 6.77815 0.3500000238 2.0434176922    0.350 -1.068  3.4960  3.986    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.87e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.440 8.595 10.198 7.368
0.0152 0.01508 6.77815 0.3588479459 2.0576853752    0.359 -1.053  3.4979  3.990    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.9e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.403 8.542 10.129 7.320
0.0152 0.01508 6.77815 0.4000000358 2.1185026169    0.400 -0.985  3.5069  4.005    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.07e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.232 8.305 9.823 7.106
0.0152 0.01508 6.77815 0.4142206013 2.1376547813    0.414 -0.963  3.5101  4.010    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.13e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.177 8.228 9.721 7.036
0.0152 0.01508 6.77815 0.4500000477 2.1822810173    0.450 -0.907  3.5180  4.022    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.29e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.038 8.034 9.468 6.862
0.0152 0.01508 6.77815 0.4700383544 2.2053067684    0.470 -0.880  3.5222  4.030    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.36e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.969 7.935 9.337 6.775
0.0152 0.01508 6.77815 0.5000000000 2.2374541759    0.500 -0.837  3.5287  4.041    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.49e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.863 7.784 9.137 6.641
0.0152 0.01508 6.77815 0.5165163875 2.2538561821    0.516 -0.815  3.5324  4.048    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.808 7.703 9.028 6.570
0.0152 0.01508 6.77815 0.5399943590 2.2751975060    0.540 -0.785  3.5372  4.056    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.66e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.732 7.595 8.885 6.476
0.0152 0.01508 6.77815 0.5500000119 2.2836582661    0.550 -0.772  3.5390  4.059    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.7e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.701 7.551 8.829 6.438
0.0152 0.01508 6.77815 0.5642633438 2.2951250076    0.564 -0.754  3.5424  4.065    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.77e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.655 7.483 8.736 6.379
0.0152 0.01508 6.77815 0.5919061899 2.3155493736    0.592 -0.720  3.5481  4.074    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.89e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.569 7.359 8.572 6.272
0.0152 0.01508 6.77815 0.6000000238 2.3211214542    0.600 -0.711  3.5496  4.077    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.92e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.547 7.328 8.530 6.245
0.0152 0.01508 6.77815 0.6016426086 2.3222312927    0.601 -0.709  3.5500  4.078    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.93e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.542 7.320 8.520 6.238
0.0152 0.01508 6.77815 0.6293590069 2.3399574757    0.629 -0.674  3.5563  4.088    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.06e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.456 7.192 8.347 6.129
0.0152 0.01508 6.77815 0.6499999762 2.3520355225    0.650 -0.652  3.5604  4.096    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.15e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.399 7.107 8.234 6.057
0.0152 0.01508 6.77815 0.6776429415 2.3668925762    0.678 -0.617  3.5668  4.105    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.31e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.312 6.976 8.059 5.948
0.0152 0.01508 6.77815 0.7000000477 2.3779268265    0.700 -0.591  3.5715  4.112    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.42e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.247 6.880 7.931 5.866
0.0152 0.01508 6.77815 0.7045767307 2.3800866604    0.705 -0.578  3.5758  4.119    0  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -3.49e-14      0.00 7.092e-01 2.755e-01 2.742e-03 7.407e-04 6.719e-03 -1.000 1.527e-02 6.215 6.818 7.840 5.819
0.0152 0.01508 6.77815 0.7500000000 2.3998889923    0.750 -0.449  3.6186  4.189    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.21e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.892 6.227 7.010 5.364
0.0152 0.01508 6.77815 0.7590346336 2.4035041332    0.759 -0.441  3.6197  4.190    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.25e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.872 6.201 6.978 5.341
0.0152 0.01508 6.77815 0.8000000119 2.4187245369    0.800 -0.402  3.6247  4.194    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.51e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.775 6.076 6.830 5.231
0.0152 0.01508 6.77815 0.8102819324 2.4222679138    0.810 -0.393  3.6259  4.195    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.57e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.753 6.048 6.795 5.206
