# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Tue Feb  8 14:00:44 CET 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 6.90309 0.0900000036 1.0816895962    0.090 -1.997  3.3976  3.932    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.62e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.762 11.782 14.325 10.333
0.0152 0.01508 6.90309 0.1000000015 1.1711064577    0.100 -1.937  3.4039  3.943    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.97e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.613 11.633 14.177 10.183
0.0152 0.01508 6.90309 0.1116286665 1.2614997625    0.112 -1.872  3.4107  3.953    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.39e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.451 11.471 14.017 10.021
0.0152 0.01508 6.90309 0.1276476830 1.3677271605    0.128 -1.791  3.4194  3.964    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.97e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.247 11.235 13.747 9.792
0.0152 0.01508 6.90309 0.1320974380 1.3941930532    0.132 -1.769  3.4217  3.967    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.14e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.194 11.153 13.633 9.716
0.0152 0.01508 6.90309 0.1366277039 1.4199731350    0.137 -1.748  3.4237  3.969    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.35e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.141 11.071 13.519 9.641
0.0152 0.01508 6.90309 0.1460369080 1.4701309204    0.146 -1.707  3.4284  3.974    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.73e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.037 10.901 13.275 9.486
0.0152 0.01508 6.90309 0.1574937552 1.5258122683    0.157 -1.659  3.4337  3.981    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.19e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.917 10.711 13.010 9.311
0.0152 0.01508 6.90309 0.1646639109 1.5580484867    0.165 -1.632  3.4369  3.986    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.44e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.849 10.602 12.859 9.212
0.0152 0.01508 6.90309 0.1778603196 1.6128607988    0.178 -1.578  3.4435  3.992    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.03e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.716 10.386 12.556 9.015
0.0152 0.01508 6.90309 0.1921685934 1.6666138172    0.192 -1.529  3.4493  3.999    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.59e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.591 10.191 12.286 8.836
0.0152 0.01508 6.90309 0.2037670761 1.7065047026    0.204 -1.495  3.4530  4.006    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.96e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.507 10.063 12.112 8.719
0.0152 0.01508 6.90309 0.2218531966 1.7631555796    0.222 -1.438  3.4598  4.013    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -9.7e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.365 9.843 11.805 8.519
0.0152 0.01508 6.90309 0.2415679097 1.8184412718    0.242 -1.383  3.4662  4.021    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.227 9.642 11.535 8.335
0.0152 0.01508 6.90309 0.2598328888 1.8646649122    0.260 -1.338  3.4714  4.028    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.115 9.479 11.317 8.186
